name_full,state,county
"Hopewell city, Virginia",Virginia,Hopewell city
"Lexington city, Virginia",Virginia,Lexington city
"Lynchburg city, Virginia",Virginia,Lynchburg city
"Manassas city, Virginia",Virginia,Manassas city
"Manassas Park city, Virginia",Virginia,Manassas Park city
"Martinsville city, Virginia",Virginia,Martinsville city
"Newport News city, Virginia",Virginia,Newport News city
"Norfolk city, Virginia",Virginia,Norfolk city
"Norton city, Virginia",Virginia,Norton city
"Petersburg city, Virginia",Virginia,Petersburg city
"Poquoson city, Virginia",Virginia,Poquoson city
"Portsmouth city, Virginia",Virginia,Portsmouth city
"Radford city, Virginia",Virginia,Radford city
"Richmond city, Virginia",Virginia,Richmond city
"Roanoke city, Virginia",Virginia,Roanoke city
"Salem city, Virginia",Virginia,Salem city
"Staunton city, Virginia",Virginia,Staunton city
"Suffolk city, Virginia",Virginia,Suffolk city
"Virginia Beach city, Virginia",Virginia,Virginia Beach city
"Waynesboro city, Virginia",Virginia,Waynesboro city
"Williamsburg city, Virginia",Virginia,Williamsburg city
"Winchester city, Virginia",Virginia,Winchester city
"Adams County, Washington",Washington,Adams County
"Asotin County, Washington",Washington,Asotin County
"Benton County, Washington",Washington,Benton County
"Chelan County, Washington",Washington,Chelan County
"Clallam County, Washington",Washington,Clallam County
"Clark County, Washington",Washington,Clark County
"Columbia County, Washington",Washington,Columbia County
"Cowlitz County, Washington",Washington,Cowlitz County
"Douglas County, Washington",Washington,Douglas County
"Ferry County, Washington",Washington,Ferry County
"Franklin County, Washington",Washington,Franklin County
"Garfield County, Washington",Washington,Garfield County
"Grant County, Washington",Washington,Grant County
"Grays Harbor County, Washington",Washington,Grays Harbor County
"Island County, Washington",Washington,Island County
"Jefferson County, Washington",Washington,Jefferson County
"King County, Washington",Washington,King County
"Kitsap County, Washington",Washington,Kitsap County
"Kittitas County, Washington",Washington,Kittitas County
"Klickitat County, Washington",Washington,Klickitat County
"Lewis County, Washington",Washington,Lewis County
"Lincoln County, Washington",Washington,Lincoln County
"Mason County, Washington",Washington,Mason County
"Okanogan County, Washington",Washington,Okanogan County
"Pacific County, Washington",Washington,Pacific County
"Pend Oreille County, Washington",Washington,Pend Oreille County
"Pierce County, Washington",Washington,Pierce County
"San Juan County, Washington",Washington,San Juan County
"Skagit County, Washington",Washington,Skagit County
"Stevens County, Washington",Washington,Stevens County
"Skamania County, Washington",Washington,Skamania County
"Snohomish County, Washington",Washington,Snohomish County
"Spokane County, Washington",Washington,Spokane County
"Thurston County, Washington",Washington,Thurston County
"Wahkiakum County, Washington",Washington,Wahkiakum County
"Walla Walla County, Washington",Washington,Walla Walla County
"Whatcom County, Washington",Washington,Whatcom County
"Whitman County, Washington",Washington,Whitman County
"Yakima County, Washington",Washington,Yakima County
"Barbour County, West Virginia",West Virginia,Barbour County
"Berkeley County, West Virginia",West Virginia,Berkeley County
"Boone County, West Virginia",West Virginia,Boone County
"Braxton County, West Virginia",West Virginia,Braxton County
"Brooke County, West Virginia",West Virginia,Brooke County
"Cabell County, West Virginia",West Virginia,Cabell County
"Calhoun County, West Virginia",West Virginia,Calhoun County
"Clay County, West Virginia",West Virginia,Clay County
"Doddridge County, West Virginia",West Virginia,Doddridge County
"Fayette County, West Virginia",West Virginia,Fayette County
"Gilmer County, West Virginia",West Virginia,Gilmer County
"Grant County, West Virginia",West Virginia,Grant County
"Greenbrier County, West Virginia",West Virginia,Greenbrier County
"Hampshire County, West Virginia",West Virginia,Hampshire County
"Hancock County, West Virginia",West Virginia,Hancock County
"Hardy County, West Virginia",West Virginia,Hardy County
"Harrison County, West Virginia",West Virginia,Harrison County
"Jackson County, West Virginia",West Virginia,Jackson County
"Jefferson County, West Virginia",West Virginia,Jefferson County
"Kanawha County, West Virginia",West Virginia,Kanawha County
"Lewis County, West Virginia",West Virginia,Lewis County
"Lincoln County, West Virginia",West Virginia,Lincoln County
"Logan County, West Virginia",West Virginia,Logan County
"McDowell County, West Virginia",West Virginia,McDowell County
"Marion County, West Virginia",West Virginia,Marion County
"Marshall County, West Virginia",West Virginia,Marshall County
"Mason County, West Virginia",West Virginia,Mason County
"Mercer County, West Virginia",West Virginia,Mercer County
"Mineral County, West Virginia",West Virginia,Mineral County
"Mingo County, West Virginia",West Virginia,Mingo County
"Monongalia County, West Virginia",West Virginia,Monongalia County
"Monroe County, West Virginia",West Virginia,Monroe County
"Morgan County, West Virginia",West Virginia,Morgan County
"Nicholas County, West Virginia",West Virginia,Nicholas County
"Ohio County, West Virginia",West Virginia,Ohio County
"Pendleton County, West Virginia",West Virginia,Pendleton County
"Pleasants County, West Virginia",West Virginia,Pleasants County
"Pocahontas County, West Virginia",West Virginia,Pocahontas County
"Preston County, West Virginia",West Virginia,Preston County
"Putnam County, West Virginia",West Virginia,Putnam County
"Raleigh County, West Virginia",West Virginia,Raleigh County
"Randolph County, West Virginia",West Virginia,Randolph County
"Ritchie County, West Virginia",West Virginia,Ritchie County
"Roane County, West Virginia",West Virginia,Roane County
"Summers County, West Virginia",West Virginia,Summers County
"Taylor County, West Virginia",West Virginia,Taylor County
"Tucker County, West Virginia",West Virginia,Tucker County
"Tyler County, West Virginia",West Virginia,Tyler County
"Upshur County, West Virginia",West Virginia,Upshur County
"Wayne County, West Virginia",West Virginia,Wayne County
"Webster County, West Virginia",West Virginia,Webster County
"Wetzel County, West Virginia",West Virginia,Wetzel County
"Wirt County, West Virginia",West Virginia,Wirt County
"Wood County, West Virginia",West Virginia,Wood County
"Wyoming County, West Virginia",West Virginia,Wyoming County
"Adams County, Wisconsin",Wisconsin,Adams County
"Brown County, Wisconsin",Wisconsin,Brown County
"Ashland County, Wisconsin",Wisconsin,Ashland County
"Barron County, Wisconsin",Wisconsin,Barron County
"Bayfield County, Wisconsin",Wisconsin,Bayfield County
"Buffalo County, Wisconsin",Wisconsin,Buffalo County
"Burnett County, Wisconsin",Wisconsin,Burnett County
"Calumet County, Wisconsin",Wisconsin,Calumet County
"Chippewa County, Wisconsin",Wisconsin,Chippewa County
"Clark County, Wisconsin",Wisconsin,Clark County
"Columbia County, Wisconsin",Wisconsin,Columbia County
"Crawford County, Wisconsin",Wisconsin,Crawford County
"Dane County, Wisconsin",Wisconsin,Dane County
"Dodge County, Wisconsin",Wisconsin,Dodge County
"Door County, Wisconsin",Wisconsin,Door County
"Douglas County, Wisconsin",Wisconsin,Douglas County
"Dunn County, Wisconsin",Wisconsin,Dunn County
"Eau Claire County, Wisconsin",Wisconsin,Eau Claire County
"Florence County, Wisconsin",Wisconsin,Florence County
"Fond du Lac County, Wisconsin",Wisconsin,Fond du Lac County
"Forest County, Wisconsin",Wisconsin,Forest County
"Grant County, Wisconsin",Wisconsin,Grant County
"Green County, Wisconsin",Wisconsin,Green County
"Green Lake County, Wisconsin",Wisconsin,Green Lake County
"Iowa County, Wisconsin",Wisconsin,Iowa County
"Iron County, Wisconsin",Wisconsin,Iron County
"Jackson County, Wisconsin",Wisconsin,Jackson County
"Jefferson County, Wisconsin",Wisconsin,Jefferson County
"Juneau County, Wisconsin",Wisconsin,Juneau County
"Kenosha County, Wisconsin",Wisconsin,Kenosha County
"Kewaunee County, Wisconsin",Wisconsin,Kewaunee County
"La Crosse County, Wisconsin",Wisconsin,La Crosse County
"Lafayette County, Wisconsin",Wisconsin,Lafayette County
"Langlade County, Wisconsin",Wisconsin,Langlade County
"Lincoln County, Wisconsin",Wisconsin,Lincoln County
"Manitowoc County, Wisconsin",Wisconsin,Manitowoc County
"Marathon County, Wisconsin",Wisconsin,Marathon County
"Marinette County, Wisconsin",Wisconsin,Marinette County
"Marquette County, Wisconsin",Wisconsin,Marquette County
"Menominee County, Wisconsin",Wisconsin,Menominee County
"Milwaukee County, Wisconsin",Wisconsin,Milwaukee County
"Monroe County, Wisconsin",Wisconsin,Monroe County
"Oconto County, Wisconsin",Wisconsin,Oconto County
"Oneida County, Wisconsin",Wisconsin,Oneida County
"Outagamie County, Wisconsin",Wisconsin,Outagamie County
"Ozaukee County, Wisconsin",Wisconsin,Ozaukee County
"Pepin County, Wisconsin",Wisconsin,Pepin County
"Pierce County, Wisconsin",Wisconsin,Pierce County
"Polk County, Wisconsin",Wisconsin,Polk County
"Portage County, Wisconsin",Wisconsin,Portage County
"Price County, Wisconsin",Wisconsin,Price County
"Racine County, Wisconsin",Wisconsin,Racine County
"Richland County, Wisconsin",Wisconsin,Richland County
"Rock County, Wisconsin",Wisconsin,Rock County
"Rusk County, Wisconsin",Wisconsin,Rusk County
"St. Croix County, Wisconsin",Wisconsin,St. Croix County
"Sauk County, Wisconsin",Wisconsin,Sauk County
"Sawyer County, Wisconsin",Wisconsin,Sawyer County
"Shawano County, Wisconsin",Wisconsin,Shawano County
"Sheboygan County, Wisconsin",Wisconsin,Sheboygan County
"Taylor County, Wisconsin",Wisconsin,Taylor County
"Trempealeau County, Wisconsin",Wisconsin,Trempealeau County
"Vernon County, Wisconsin",Wisconsin,Vernon County
"Vilas County, Wisconsin",Wisconsin,Vilas County
"Walworth County, Wisconsin",Wisconsin,Walworth County
"Washburn County, Wisconsin",Wisconsin,Washburn County
"Washington County, Wisconsin",Wisconsin,Washington County
"Waukesha County, Wisconsin",Wisconsin,Waukesha County
"Waupaca County, Wisconsin",Wisconsin,Waupaca County
"Albany County, Wyoming",Wyoming,Albany County
"Waushara County, Wisconsin",Wisconsin,Waushara County
"Winnebago County, Wisconsin",Wisconsin,Winnebago County
"Wood County, Wisconsin",Wisconsin,Wood County
"Big Horn County, Wyoming",Wyoming,Big Horn County
"Campbell County, Wyoming",Wyoming,Campbell County
"Carbon County, Wyoming",Wyoming,Carbon County
"Converse County, Wyoming",Wyoming,Converse County
"Crook County, Wyoming",Wyoming,Crook County
"Fremont County, Wyoming",Wyoming,Fremont County
"Goshen County, Wyoming",Wyoming,Goshen County
"Hot Springs County, Wyoming",Wyoming,Hot Springs County
"Johnson County, Wyoming",Wyoming,Johnson County
"Laramie County, Wyoming",Wyoming,Laramie County
"Lincoln County, Wyoming",Wyoming,Lincoln County
"Natrona County, Wyoming",Wyoming,Natrona County
"Niobrara County, Wyoming",Wyoming,Niobrara County
"Park County, Wyoming",Wyoming,Park County
"Platte County, Wyoming",Wyoming,Platte County
"Sheridan County, Wyoming",Wyoming,Sheridan County
"Sublette County, Wyoming",Wyoming,Sublette County
"Sweetwater County, Wyoming",Wyoming,Sweetwater County
"Teton County, Wyoming",Wyoming,Teton County
"Uinta County, Wyoming",Wyoming,Uinta County
"Washakie County, Wyoming",Wyoming,Washakie County
"Weston County, Wyoming",Wyoming,Weston County
"Adjuntas Municipio, Puerto Rico",Puerto Rico,Adjuntas Municipio
"Aguada Municipio, Puerto Rico",Puerto Rico,Aguada Municipio
"Aguadilla Municipio, Puerto Rico",Puerto Rico,Aguadilla Municipio
"Aguas Buenas Municipio, Puerto Rico",Puerto Rico,Aguas Buenas Municipio
"Aibonito Municipio, Puerto Rico",Puerto Rico,Aibonito Municipio
"Añasco Municipio, Puerto Rico",Puerto Rico,Añasco Municipio
"Arecibo Municipio, Puerto Rico",Puerto Rico,Arecibo Municipio
"Arroyo Municipio, Puerto Rico",Puerto Rico,Arroyo Municipio
"Barceloneta Municipio, Puerto Rico",Puerto Rico,Barceloneta Municipio
"Barranquitas Municipio, Puerto Rico",Puerto Rico,Barranquitas Municipio
"Bayamón Municipio, Puerto Rico",Puerto Rico,Bayamón Municipio
"Cabo Rojo Municipio, Puerto Rico",Puerto Rico,Cabo Rojo Municipio
"Caguas Municipio, Puerto Rico",Puerto Rico,Caguas Municipio
"Camuy Municipio, Puerto Rico",Puerto Rico,Camuy Municipio
"Canóvanas Municipio, Puerto Rico",Puerto Rico,Canóvanas Municipio
"Carolina Municipio, Puerto Rico",Puerto Rico,Carolina Municipio
"Cataño Municipio, Puerto Rico",Puerto Rico,Cataño Municipio
"Cayey Municipio, Puerto Rico",Puerto Rico,Cayey Municipio
"Ceiba Municipio, Puerto Rico",Puerto Rico,Ceiba Municipio
"Ciales Municipio, Puerto Rico",Puerto Rico,Ciales Municipio
"Cidra Municipio, Puerto Rico",Puerto Rico,Cidra Municipio
"Coamo Municipio, Puerto Rico",Puerto Rico,Coamo Municipio
"Comerío Municipio, Puerto Rico",Puerto Rico,Comerío Municipio
"Corozal Municipio, Puerto Rico",Puerto Rico,Corozal Municipio
"Culebra Municipio, Puerto Rico",Puerto Rico,Culebra Municipio
"Dorado Municipio, Puerto Rico",Puerto Rico,Dorado Municipio
"Fajardo Municipio, Puerto Rico",Puerto Rico,Fajardo Municipio
"Florida Municipio, Puerto Rico",Puerto Rico,Florida Municipio
"Guánica Municipio, Puerto Rico",Puerto Rico,Guánica Municipio
"Guayama Municipio, Puerto Rico",Puerto Rico,Guayama Municipio
"Guayanilla Municipio, Puerto Rico",Puerto Rico,Guayanilla Municipio
"Guaynabo Municipio, Puerto Rico",Puerto Rico,Guaynabo Municipio
"Gurabo Municipio, Puerto Rico",Puerto Rico,Gurabo Municipio
"Hatillo Municipio, Puerto Rico",Puerto Rico,Hatillo Municipio
"Hormigueros Municipio, Puerto Rico",Puerto Rico,Hormigueros Municipio
"Humacao Municipio, Puerto Rico",Puerto Rico,Humacao Municipio
"Isabela Municipio, Puerto Rico",Puerto Rico,Isabela Municipio
"Jayuya Municipio, Puerto Rico",Puerto Rico,Jayuya Municipio
"Juana Díaz Municipio, Puerto Rico",Puerto Rico,Juana Díaz Municipio
"Juncos Municipio, Puerto Rico",Puerto Rico,Juncos Municipio
"Lajas Municipio, Puerto Rico",Puerto Rico,Lajas Municipio
"Loíza Municipio, Puerto Rico",Puerto Rico,Loíza Municipio
"Lares Municipio, Puerto Rico",Puerto Rico,Lares Municipio
"Las Marías Municipio, Puerto Rico",Puerto Rico,Las Marías Municipio
"Las Piedras Municipio, Puerto Rico",Puerto Rico,Las Piedras Municipio
"Luquillo Municipio, Puerto Rico",Puerto Rico,Luquillo Municipio
"Manatí Municipio, Puerto Rico",Puerto Rico,Manatí Municipio
"Maricao Municipio, Puerto Rico",Puerto Rico,Maricao Municipio
"Maunabo Municipio, Puerto Rico",Puerto Rico,Maunabo Municipio
"Mayagüez Municipio, Puerto Rico",Puerto Rico,Mayagüez Municipio
"Moca Municipio, Puerto Rico",Puerto Rico,Moca Municipio
"Morovis Municipio, Puerto Rico",Puerto Rico,Morovis Municipio
"Naguabo Municipio, Puerto Rico",Puerto Rico,Naguabo Municipio
"Naranjito Municipio, Puerto Rico",Puerto Rico,Naranjito Municipio
"Orocovis Municipio, Puerto Rico",Puerto Rico,Orocovis Municipio
"Patillas Municipio, Puerto Rico",Puerto Rico,Patillas Municipio
"Peñuelas Municipio, Puerto Rico",Puerto Rico,Peñuelas Municipio
"Ponce Municipio, Puerto Rico",Puerto Rico,Ponce Municipio
"Quebradillas Municipio, Puerto Rico",Puerto Rico,Quebradillas Municipio
"Rincón Municipio, Puerto Rico",Puerto Rico,Rincón Municipio
"Río Grande Municipio, Puerto Rico",Puerto Rico,Río Grande Municipio
"Sabana Grande Municipio, Puerto Rico",Puerto Rico,Sabana Grande Municipio
"Salinas Municipio, Puerto Rico",Puerto Rico,Salinas Municipio
"San Germán Municipio, Puerto Rico",Puerto Rico,San Germán Municipio
"San Juan Municipio, Puerto Rico",Puerto Rico,San Juan Municipio
"San Lorenzo Municipio, Puerto Rico",Puerto Rico,San Lorenzo Municipio
"San Sebastián Municipio, Puerto Rico",Puerto Rico,San Sebastián Municipio
"Santa Isabel Municipio, Puerto Rico",Puerto Rico,Santa Isabel Municipio
"Toa Alta Municipio, Puerto Rico",Puerto Rico,Toa Alta Municipio
"Toa Baja Municipio, Puerto Rico",Puerto Rico,Toa Baja Municipio
"Trujillo Alto Municipio, Puerto Rico",Puerto Rico,Trujillo Alto Municipio
"Utuado Municipio, Puerto Rico",Puerto Rico,Utuado Municipio
"Vega Alta Municipio, Puerto Rico",Puerto Rico,Vega Alta Municipio
"Vega Baja Municipio, Puerto Rico",Puerto Rico,Vega Baja Municipio
"Vieques Municipio, Puerto Rico",Puerto Rico,Vieques Municipio
"Villalba Municipio, Puerto Rico",Puerto Rico,Villalba Municipio
"Yabucoa Municipio, Puerto Rico",Puerto Rico,Yabucoa Municipio
"Yauco Municipio, Puerto Rico",Puerto Rico,Yauco Municipio
